27.10.2014 0:00:01  41939,00001 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:02  41939,00003 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:03  41939,00004 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:04  41939,00005 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:05  41939,00006 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:06  41939,00007 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:07  41939,00009 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:08  41939,00010 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:09  41939,00011 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:10  41939,00012 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:11  41939,00013 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:12  41939,00015 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:13  41939,00016 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:14  41939,00017 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:15  41939,00018 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:16  41939,00019 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:17  41939,00021 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:18  41939,00022 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:19  41939,00023 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:20  41939,00024 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:21  41939,00025 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:22  41939,00027 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:23  41939,00028 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:24  41939,00029 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:25  41939,00030 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:27  41939,00031 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:28  41939,00032 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:29  41939,00034 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:30  41939,00035 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:31  41939,00036 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:32  41939,00037 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:33  41939,00038 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:34  41939,00040 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:35  41939,00041 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:36  41939,00042 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:37  41939,00043 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:38  41939,00044 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:39  41939,00046 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:40  41939,00047 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:41  41939,00048 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:42  41939,00049 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:43  41939,00050 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:44  41939,00051 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:45  41939,00053 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:46  41939,00054 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:47  41939,00055 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:48  41939,00056 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:49  41939,00057 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:50  41939,00059 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:51  41939,00060 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:52  41939,00061 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:53  41939,00062 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:54  41939,00063 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:00:55  41939,00065 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 -1  1 0,00
27.10.2014 0:01:01  41939,00071 0 0,0 0 0,00 0,00 0,00 0,000 0 0 0,00 -1  1 0,00
27.10.2014 0:01:02  41939,00072 0 0,0 0 0,00 0,00 0,00 0,000 0 0 0,00 0 StartBlockReset 1 0,00
27.10.2014 0:01:03  41939,00073 0 0,0 0 0,00 0,00 0,00 0,000 0 0 0,00 0 StartBlockReset 1 0,00
27.10.2014 0:01:04  41939,00074 0 0,0 0 0,00 0,00 0,00 0,000 0 0 0,00 0 StartBlockReset 1 0,00
27.10.2014 0:01:05  41939,00076 0 0,0 0 0,00 0,00 0,00 0,000 0 0 0,00 0 StartBlockReset 1 0,00
27.10.2014 0:01:06  41939,00077 0 0,0 0 0,00 0,00 0,00 0,000 0 0 0,00 0 StartBlockReset 1 0,00
27.10.2014 0:01:07  41939,00078 0 0,0 0 0,00 0,00 0,00 0,000 0 0 0,00 0 StartBlockReset 1 0,00
27.10.2014 0:01:08  41939,00079 0 0,0 0 0,00 0,00 0,00 0,000 0 0 0,00 0 StartBlockReset 1 0,00
27.10.2014 0:01:09  41939,00080 0 0,0 0 0,00 0,00 0,00 0,000 0 0 0,00 0 StartBlockReset 1 0,00
27.10.2014 0:01:10  41939,00082 0 0,0 0 0,00 0,00 0,00 0,000 0 0 0,00 0 StartBlockReset 1 0,00
27.10.2014 0:01:11  41939,00083 0 0,0 0 0,00 0,00 0,00 0,000 0 0 0,00 0 StartBlockReset 1 0,00
27.10.2014 0:01:12  41939,00084 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 -1  1 0,00
27.10.2014 0:01:13  41939,00085 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 33 CellOff 1 0,00
27.10.2014 0:01:14  41939,00087 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 33 CellOff 1 0,00
27.10.2014 0:01:15  41939,00088 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 33 CellOff 1 0,00
27.10.2014 0:01:16  41939,00089 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 33 CellOff 1 0,00
27.10.2014 0:01:17  41939,00090 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 33 CellOff 1 0,00
27.10.2014 0:01:18  41939,00091 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 33 CellOff 1 0,00
27.10.2014 0:01:20  41939,00093 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 33 CellOff 1 0,00
27.10.2014 0:01:21  41939,00094 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 -1  1 0,00
27.10.2014 0:01:22  41939,00095 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 -1  1 0,00
27.10.2014 0:01:23  41939,00096 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 -1  1 0,00
27.10.2014 0:01:24  41939,00098 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 -1  1 0,00
27.10.2014 0:01:25  41939,00099 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:01:26  41939,00100 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:01:27  41939,00101 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:01:28  41939,00102 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:01:29  41939,00104 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
27.10.2014 0:01:30  41939,00105 7961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 4 Test4 1 0,00
