26.11.2014 19:53:03           
26.11.2014 19:53:05  41969,82854 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 -1  1 0,00
26.11.2014 19:53:10  41969,82859 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 -1  1 0,00
26.11.2014 19:53:11  41969,82861 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 -1  1 0,00
26.11.2014 19:53:12  41969,82862 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 33 CellOff 1 0,00
26.11.2014 19:53:13  41969,82863 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 33 CellOff 1 0,00
26.11.2014 19:53:14  41969,82864 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 33 CellOff 1 0,00
26.11.2014 19:53:15  41969,82865 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 33 CellOff 1 0,00
26.11.2014 19:53:16  41969,82866 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 33 CellOff 1 0,00
26.11.2014 19:53:17  41969,82868 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 33 CellOff 1 0,00
26.11.2014 19:53:18  41969,82869 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 33 CellOff 1 0,00
26.11.2014 19:53:19  41969,82870 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 -1  1 0,00
26.11.2014 19:53:20  41969,82871 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 -1  1 0,00
26.11.2014 19:53:21  41969,82873 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 -1  1 0,00
26.11.2014 19:53:22  41969,82874 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 -1  1 0,00
26.11.2014 19:53:23  41969,82875 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 -1  1 0,00
26.11.2014 19:53:24  41969,82876 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 -1  1 0,00
26.11.2014 19:53:26  41969,82877 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 9 ZeroDelayStart 1 0,00
26.11.2014 19:53:27  41969,82879 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 9 ZeroDelayStart 1 0,00
26.11.2014 19:53:28  41969,82880 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 9 ZeroDelayStart 1 0,00
26.11.2014 19:53:29  41969,82881 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 9 ZeroDelayStart 1 0,00
26.11.2014 19:53:30  41969,82882 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 9 ZeroDelayStart 1 0,00
26.11.2014 19:53:31  41969,82883 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 9 ZeroDelayStart 1 0,00
26.11.2014 19:53:32  41969,82884 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 9 ZeroDelayStart 1 0,00
26.11.2014 19:53:33  41969,82886 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 9 ZeroDelayStart 1 0,00
26.11.2014 19:53:34  41969,82887 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 9 ZeroDelayStart 1 0,00
26.11.2014 19:53:35  41969,82888 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 9 ZeroDelayStart 1 0,00
26.11.2014 19:53:36  41969,82889 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 9 ZeroDelayStart 1 0,00
26.11.2014 19:53:37  41969,82890 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 9 ZeroDelayStart 1 0,00
26.11.2014 19:53:38  41969,82891 7961 12,0 3003 30,18 30,28 100,00 0,000 1 0 0,00 9 ZeroDelayStart 1 0,00
