01.11.2014 12:30:46           
01.11.2014 12:30:47  41944,52139 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 -56,27 -1  1 0,00
01.11.2014 12:30:52  41944,52144 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 -56,27 -1  1 0,00
01.11.2014 12:30:53  41944,52145 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 -1  1 0,00
01.11.2014 12:30:54  41944,52147 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 33 CellOff 1 0,00
01.11.2014 12:30:55  41944,52148 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 33 CellOff 1 0,00
01.11.2014 12:30:56  41944,52149 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 33 CellOff 1 0,00
01.11.2014 12:30:57  41944,52150 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 33 CellOff 1 0,00
01.11.2014 12:30:58  41944,52152 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 33 CellOff 1 0,00
01.11.2014 12:31:00  41944,52153 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 33 CellOff 1 0,00
01.11.2014 12:31:01  41944,52154 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 33 CellOff 1 0,00
01.11.2014 12:31:02  41944,52155 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 -1  1 0,00
01.11.2014 12:31:03  41944,52157 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 -1  1 0,00
01.11.2014 12:31:04  41944,52158 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 -1  1 0,00
01.11.2014 12:31:05  41944,52159 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 -1  1 0,00
01.11.2014 12:31:06  41944,52160 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:07  41944,52162 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:08  41944,52163 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:09  41944,52164 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:10  41944,52165 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:11  41944,52166 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:12  41944,52168 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:13  41944,52169 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:14  41944,52170 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:15  41944,52171 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:16  41944,52172 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:17  41944,52173 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:18  41944,52175 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:19  41944,52176 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:20  41944,52177 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:21  41944,52178 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:23  41944,52179 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:24  41944,52181 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:25  41944,52182 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:26  41944,52183 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:27  41944,52184 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:28  41944,52185 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:29  41944,52187 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:30  41944,52188 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:31  41944,52189 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:32  41944,52190 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
01.11.2014 12:31:33  41944,52191 7961 124,8 3003 30,18 30,28 302,63 0,000 1 0 0,00 4 Test4 1 0,00
