24.10.2014 18:42:00           
24.10.2014 18:42:03  41936,77921 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 4337,57 -1  1 0,00
24.10.2014 18:42:08  41936,77926 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 4337,57 -1  1 0,00
24.10.2014 18:42:09  41936,77927 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 -1  1 0,00
24.10.2014 18:42:10  41936,77929 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 33 CellOff 1 0,00
24.10.2014 18:42:11  41936,77930 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 33 CellOff 1 0,00
24.10.2014 18:42:12  41936,77931 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 33 CellOff 1 0,00
24.10.2014 18:42:13  41936,77932 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 33 CellOff 1 0,00
24.10.2014 18:42:14  41936,77933 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 33 CellOff 1 0,00
24.10.2014 18:42:15  41936,77935 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 33 CellOff 1 0,00
24.10.2014 18:42:16  41936,77936 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 33 CellOff 1 0,00
24.10.2014 18:42:17  41936,77937 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 -1  1 0,00
24.10.2014 18:42:18  41936,77938 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 -1  1 0,00
24.10.2014 18:42:19  41936,77939 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:20  41936,77941 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:21  41936,77942 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:22  41936,77943 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:23  41936,77944 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:24  41936,77946 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:26  41936,77947 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:27  41936,77948 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:28  41936,77949 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:29  41936,77951 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:30  41936,77952 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:31  41936,77953 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:32  41936,77954 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:33  41936,77956 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:34  41936,77957 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:35  41936,77958 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:36  41936,77959 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:37  41936,77960 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:38  41936,77962 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:39  41936,77963 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:40  41936,77964 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:41  41936,77965 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:42  41936,77966 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:43  41936,77968 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:45  41936,77969 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:46  41936,77970 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:47  41936,77971 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:48  41936,77972 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
24.10.2014 18:42:49  41936,77974 961 2,6 3841 30,18 30,28 776,48 0,000 1 0 0,00 2 Test2 1 0,00
