27.10.2014 0:00:02  41939,00003 0,00 4 Test4
27.10.2014 0:00:04  41939,00005 0,00 4 Test4
27.10.2014 0:00:06  41939,00007 0,00 4 Test4
27.10.2014 0:00:08  41939,00010 0,00 4 Test4
27.10.2014 0:00:10  41939,00012 0,00 4 Test4
27.10.2014 0:00:12  41939,00015 0,00 4 Test4
27.10.2014 0:00:14  41939,00017 0,00 4 Test4
27.10.2014 0:00:16  41939,00019 0,00 4 Test4
27.10.2014 0:00:18  41939,00022 0,00 4 Test4
27.10.2014 0:00:20  41939,00024 0,00 4 Test4
27.10.2014 0:00:22  41939,00027 0,00 4 Test4
27.10.2014 0:00:24  41939,00029 0,00 4 Test4
27.10.2014 0:00:27  41939,00031 0,00 4 Test4
27.10.2014 0:00:28  41939,00032 0,00 4 Test4
27.10.2014 0:00:30  41939,00035 0,00 4 Test4
27.10.2014 0:00:32  41939,00037 0,00 4 Test4
27.10.2014 0:00:34  41939,00040 0,00 4 Test4
27.10.2014 0:00:36  41939,00042 0,00 4 Test4
27.10.2014 0:00:38  41939,00044 0,00 4 Test4
27.10.2014 0:00:40  41939,00047 0,00 4 Test4
27.10.2014 0:00:42  41939,00049 0,00 4 Test4
27.10.2014 0:00:44  41939,00052 0,00 4 Test4
27.10.2014 0:00:46  41939,00054 0,00 4 Test4
27.10.2014 0:00:48  41939,00056 0,00 4 Test4
27.10.2014 0:00:50  41939,00059 0,00 4 Test4
27.10.2014 0:00:52  41939,00061 0,00 4 Test4
27.10.2014 0:01:26  41939,00100 0,00 4 Test4
27.10.2014 0:01:28  41939,00102 0,00 4 Test4
27.10.2014 0:01:30  41939,00105 0,00 4 Test4
27.10.2014 0:01:32  41939,00107 0,00 4 Test4
27.10.2014 0:01:34  41939,00110 0,00 4 Test4
27.10.2014 0:01:36  41939,00112 0,00 4 Test4
27.10.2014 0:01:38  41939,00114 0,00 4 Test4
27.10.2014 0:01:40  41939,00117 0,00 4 Test4
27.10.2014 0:01:42  41939,00119 0,00 4 Test4
27.10.2014 0:01:44  41939,00121 0,00 4 Test4
27.10.2014 0:01:47  41939,00124 0,00 4 Test4
27.10.2014 0:01:49  41939,00126 0,00 4 Test4
27.10.2014 0:01:51  41939,00129 0,00 4 Test4
27.10.2014 0:01:53  41939,00131 0,00 4 Test4
27.10.2014 0:01:55  41939,00133 0,00 4 Test4
27.10.2014 0:01:57  41939,00136 0,00 4 Test4
27.10.2014 0:01:59  41939,00138 0,00 4 Test4
27.10.2014 0:02:00  41939,00139 0,00 4 Test4
27.10.2014 0:02:02  41939,00142 0,00 4 Test4
27.10.2014 0:02:04  41939,00144 0,00 4 Test4
27.10.2014 0:02:06  41939,00147 0,00 4 Test4
27.10.2014 0:02:08  41939,00149 0,00 4 Test4
27.10.2014 0:02:10  41939,00151 0,00 4 Test4
27.10.2014 0:02:12  41939,00154 0,00 4 Test4
27.10.2014 0:02:14  41939,00156 0,00 4 Test4
27.10.2014 0:02:16  41939,00158 0,00 4 Test4
27.10.2014 0:02:18  41939,00161 0,00 4 Test4
27.10.2014 0:02:21  41939,00163 0,00 4 Test4
27.10.2014 0:02:23  41939,00166 0,00 4 Test4
27.10.2014 0:02:25  41939,00168 0,00 4 Test4
27.10.2014 0:02:27  41939,00170 0,00 4 Test4
27.10.2014 0:02:29  41939,00173 0,00 4 Test4
27.10.2014 0:02:30  41939,00174 0,00 4 Test4
27.10.2014 0:02:32  41939,00176 0,00 4 Test4
27.10.2014 0:02:34  41939,00179 0,00 4 Test4
27.10.2014 0:02:36  41939,00181 0,00 4 Test4
27.10.2014 0:02:38  41939,00184 0,00 4 Test4
27.10.2014 0:02:40  41939,00186 0,00 4 Test4
27.10.2014 0:02:42  41939,00188 0,00 4 Test4
27.10.2014 0:02:44  41939,00191 0,00 4 Test4
27.10.2014 0:02:46  41939,00193 0,00 4 Test4
27.10.2014 0:02:49  41939,00196 0,00 4 Test4
27.10.2014 0:02:51  41939,00198 0,00 4 Test4
27.10.2014 0:02:53  41939,00200 0,00 4 Test4
27.10.2014 0:02:55  41939,00203 0,00 4 Test4
27.10.2014 0:02:57  41939,00205 0,00 4 Test4
27.10.2014 0:02:59  41939,00208 0,00 4 Test4
27.10.2014 0:03:00  41939,00209 0,00 4 Test4
27.10.2014 0:03:02  41939,00211 0,00 4 Test4
27.10.2014 0:03:04  41939,00214 0,00 4 Test4
27.10.2014 0:03:06  41939,00216 0,00 4 Test4
