29.10.2014 15:53:56           
29.10.2014 15:53:58  41941,66248 7961 3604,0 3003 30,18 30,28 270,00 0,000 1 0 6587,66 -1  1 0,00
29.10.2014 15:54:02  41941,66253 7961 3604,0 3003 30,18 30,28 270,00 0,000 1 0 6587,66 -1  1 0,00
29.10.2014 15:54:03  41941,66255 7961 3604,0 3003 30,18 30,28 270,00 0,000 0 0 0,00 -1  1 0,00
29.10.2014 15:54:05  41941,66256 7961 3604,0 3003 30,18 30,28 270,00 0,000 0 0 0,00 33 CellOff 1 0,00
29.10.2014 15:54:06  41941,66257 7961 3604,0 3003 30,18 30,28 270,00 0,000 0 0 0,00 33 CellOff 1 0,00
29.10.2014 15:54:07  41941,66258 7961 3604,0 3003 30,18 30,28 270,00 0,000 0 0 0,00 33 CellOff 1 0,00
29.10.2014 15:54:08  41941,66259 7961 3604,0 3003 30,18 30,28 270,00 0,000 0 0 0,00 33 CellOff 1 0,00
29.10.2014 15:54:09  41941,66261 7961 3604,0 3003 30,18 30,28 270,00 0,000 0 0 0,00 33 CellOff 1 0,00
29.10.2014 15:54:10  41941,66262 7961 3604,0 3003 30,18 30,28 270,00 0,000 0 0 0,00 33 CellOff 1 0,00
29.10.2014 15:54:11  41941,66263 7961 3604,0 3003 30,18 30,28 270,00 0,000 0 0 0,00 33 CellOff 1 0,00
29.10.2014 15:54:12  41941,66264 7961 3604,0 3003 30,18 30,28 270,00 0,000 0 0 0,00 -1  1 0,00
29.10.2014 15:54:16  41941,66269 7961 3604,0 3003 30,18 30,28 270,00 0,000 1 0 0,00 -1  1 0,00
29.10.2014 15:54:17  41941,66271 7961 3604,0 3003 30,18 30,28 270,00 0,000 1 0 0,00 0 StartBlockReset 1 0,00
29.10.2014 15:54:18  41941,66272 7961 3604,0 3003 30,18 30,28 270,00 0,000 1 0 0,00 0 StartBlockReset 1 0,00
29.10.2014 15:54:19  41941,66273 7961 3604,0 3003 30,18 30,28 270,00 0,000 1 0 0,00 0 StartBlockReset 1 0,00
29.10.2014 15:54:20  41941,66274 7961 3604,0 3003 30,18 30,28 270,00 0,000 1 0 0,00 0 StartBlockReset 1 0,00
29.10.2014 15:54:21  41941,66275 7961 3604,0 3003 30,18 30,28 270,00 0,000 1 0 0,00 0 StartBlockReset 1 0,00
29.10.2014 15:54:22  41941,66276 7961 3604,0 3003 30,18 30,28 270,00 0,000 1 0 0,00 0 StartBlockReset 1 0,00
29.10.2014 15:54:23  41941,66278 7961 3604,0 3003 30,18 30,28 270,00 0,000 1 0 0,00 0 StartBlockReset 1 0,00
